"","year","month","season","occ.sess","occasion","session","site","trt","food_trt","helm_trt","tag","firstcap","trap","x","y","sex","season_breeder"
"413",2021,"aug","summer","4.1",4,1,"vaarinkorpi","fed_control","fed","control","219793","1","G2",7,3,"M","nonbreeder"
"414",2021,"aug","summer","4.3",4,3,"vaarinkorpi","fed_control","fed","control","219793","0","H2",8,4,"M","nonbreeder"
"415",2021,"sept","fall","5.1",5,1,"vaarinkorpi","fed_control","fed","control","219793","0","H2",8,4,"M","breeder"
"416",2021,"sept","fall","5.3",5,3,"vaarinkorpi","fed_control","fed","control","219793","0","H2",8,4,"M","breeder"
"417",2021,"sept","fall","5.4",5,4,"vaarinkorpi","fed_control","fed","control","219793","0","I3",9,5,"M","breeder"
"418",2021,"oct","fall","6.1",6,1,"vaarinkorpi","fed_control","fed","control","219793","0","F3",6,6,"M","breeder"
"419",2021,"oct","fall","6.3",6,3,"vaarinkorpi","fed_control","fed","control","219793","0","J1",10,2,"M","breeder"
"420",2021,"aug","summer","4.1",4,1,"radio","fed_control","fed","control","219794","1","I6",9,11,"M","breeder"
"421",2021,"aug","summer","4.2",4,2,"hevonen","unfed_control","unfed","control","219795","1","J3",10,6,"F","nonbreeder"
"422",2021,"sept","fall","5.1",5,1,"hevonen","unfed_control","unfed","control","219795","0","I3",9,5,"F","nonbreeder"
"423",2021,"sept","fall","5.2",5,2,"hevonen","unfed_control","unfed","control","219795","0","K3",11,5,"F","nonbreeder"
"424",2021,"sept","fall","5.3",5,3,"hevonen","unfed_control","unfed","control","219795","0","K4",11,7,"F","nonbreeder"
"425",2021,"sept","fall","5.4",5,4,"hevonen","unfed_control","unfed","control","219795","0","J3",10,6,"F","nonbreeder"
"426",2021,"oct","fall","6.1",6,1,"hevonen","unfed_control","unfed","control","219795","0","K5",11,9,"F","nonbreeder"
"427",2021,"oct","fall","6.3",6,3,"hevonen","unfed_control","unfed","control","219795","0","K4",11,7,"F","nonbreeder"
"428",2021,"oct","fall","6.4",6,4,"hevonen","unfed_control","unfed","control","219795","0","I4",9,7,"F","nonbreeder"
"429",2021,"oct","fall","6.1",6,1,"ketunpesa","unfed_deworm","unfed","deworm","219796","1","K3",11,5,"M","nonbreeder"
"430",2021,"oct","fall","6.3",6,3,"ketunpesa","unfed_deworm","unfed","deworm","219796","0","K3",11,5,"M","nonbreeder"
"431",2021,"oct","fall","6.4",6,4,"ketunpesa","unfed_deworm","unfed","deworm","219796","0","K5",11,9,"M","nonbreeder"
"432",2021,"aug","summer","4.1",4,1,"talo","fed_deworm","fed","deworm","219797","1","G4",7,7,"M","nonbreeder"
"433",2021,"sept","fall","5.1",5,1,"talo","fed_deworm","fed","deworm","219797","0","F5",6,10,"M","nonbreeder"
"434",2021,"aug","summer","4.1",4,1,"janakkala","fed_deworm","fed","deworm","219798","1","C2",3,3,"F","breeder"
"435",2021,"aug","summer","4.3",4,3,"janakkala","fed_deworm","fed","deworm","219798","0","B1",2,2,"F","breeder"
"436",2021,"sept","fall","5.1",5,1,"janakkala","fed_deworm","fed","deworm","219798","0","C1",3,1,"F","breeder"
"437",2021,"sept","fall","5.4",5,4,"janakkala","fed_deworm","fed","deworm","219798","0","D1",4,2,"F","breeder"
"438",2021,"oct","fall","6.1",6,1,"janakkala","fed_deworm","fed","deworm","219798","0","C1",3,1,"F","breeder"
"439",2021,"oct","fall","6.3",6,3,"janakkala","fed_deworm","fed","deworm","219798","0","C1",3,1,"F","breeder"
"440",2021,"aug","summer","4.1",4,1,"vaarinkorpi","fed_control","fed","control","219799","1","A4",1,7,"F","nonbreeder"
"441",2021,"aug","summer","4.3",4,3,"vaarinkorpi","fed_control","fed","control","219799","0","A4",1,7,"F","nonbreeder"
"442",2021,"sept","fall","5.3",5,3,"vaarinkorpi","fed_control","fed","control","219799","0","A5",1,9,"F","nonbreeder"
"443",2021,"oct","fall","6.1",6,1,"vaarinkorpi","fed_control","fed","control","219799","0","A4",1,7,"F","nonbreeder"
"444",2021,"oct","fall","6.3",6,3,"vaarinkorpi","fed_control","fed","control","219799","0","A4",1,7,"F","nonbreeder"
"445",2021,"oct","fall","6.4",6,4,"vaarinkorpi","fed_control","fed","control","219799","0","A4",1,7,"F","nonbreeder"
"446",2021,"july","summer","3.1",3,1,"ketunpesa","unfed_deworm","unfed","deworm","219800","1","J4",10,8,"M","nonbreeder"
"447",2021,"july","summer","3.2",3,2,"ketunpesa","unfed_deworm","unfed","deworm","219800","0","I4",9,7,"M","nonbreeder"
"448",2021,"july","summer","3.3",3,3,"ketunpesa","unfed_deworm","unfed","deworm","219800","0","H4",8,8,"M","nonbreeder"
"449",2021,"july","summer","3.4",3,4,"ketunpesa","unfed_deworm","unfed","deworm","219800","0","J4",10,8,"M","nonbreeder"
"450",2021,"aug","summer","4.2",4,2,"ketunpesa","unfed_deworm","unfed","deworm","219800","0","J3",10,6,"M","nonbreeder"
"451",2021,"aug","summer","4.3",4,3,"ketunpesa","unfed_deworm","unfed","deworm","219800","0","J3",10,6,"M","nonbreeder"
"452",2021,"aug","summer","4.4",4,4,"ketunpesa","unfed_deworm","unfed","deworm","219800","0","J4",10,8,"M","nonbreeder"
"453",2021,"sept","fall","5.1",5,1,"ketunpesa","unfed_deworm","unfed","deworm","219800","0","K3",11,5,"M","nonbreeder"
"454",2021,"sept","fall","5.2",5,2,"ketunpesa","unfed_deworm","unfed","deworm","219800","0","J4",10,8,"M","nonbreeder"
"455",2021,"sept","fall","5.3",5,3,"ketunpesa","unfed_deworm","unfed","deworm","219800","0","I4",9,7,"M","nonbreeder"
"456",2021,"sept","fall","5.4",5,4,"ketunpesa","unfed_deworm","unfed","deworm","219800","0","J4",10,8,"M","nonbreeder"
"457",2021,"oct","fall","6.1",6,1,"ketunpesa","unfed_deworm","unfed","deworm","219800","0","K5",11,9,"M","nonbreeder"
"458",2021,"oct","fall","6.2",6,2,"ketunpesa","unfed_deworm","unfed","deworm","219800","0","K5",11,9,"M","nonbreeder"
"459",2021,"oct","fall","6.3",6,3,"ketunpesa","unfed_deworm","unfed","deworm","219800","0","I5",9,9,"M","nonbreeder"
"460",2021,"aug","summer","4.1",4,1,"asema","unfed_control","unfed","control","219801","1","A2",1,3,"M","nonbreeder"
"461",2021,"aug","summer","4.1",4,1,"asema","unfed_control","unfed","control","219802","1","F2",6,4,"F","nonbreeder"
"462",2021,"aug","summer","4.2",4,2,"asema","unfed_control","unfed","control","219802","0","F2",6,4,"F","nonbreeder"
"463",2021,"aug","summer","4.3",4,3,"asema","unfed_control","unfed","control","219802","0","F2",6,4,"F","nonbreeder"
"464",2021,"aug","summer","4.4",4,4,"helmipollo","unfed_control","unfed","control","219803","1","G5",7,9,"F","nonbreeder"
"465",2021,"sept","fall","5.1",5,1,"helmipollo","unfed_control","unfed","control","219803","0","G5",7,9,"F","nonbreeder"
"466",2021,"sept","fall","5.3",5,3,"helmipollo","unfed_control","unfed","control","219803","0","D5",4,10,"F","nonbreeder"
"467",2021,"sept","fall","5.4",5,4,"helmipollo","unfed_control","unfed","control","219803","0","G6",7,11,"F","nonbreeder"
"468",2021,"aug","summer","4.3",4,3,"hevonen","unfed_control","unfed","control","219805","1","K2",11,3,"M","nonbreeder"
"469",2021,"july","summer","3.1",3,1,"vaarinkorpi","fed_control","fed","control","219806","1","C5",3,9,"F","breeder"
"470",2021,"july","summer","3.3",3,3,"vaarinkorpi","fed_control","fed","control","219806","0","C5",3,9,"F","breeder"
"471",2021,"july","summer","3.4",3,4,"vaarinkorpi","fed_control","fed","control","219806","0","C5",3,9,"F","breeder"
"472",2021,"sept","fall","5.1",5,1,"talo","fed_deworm","fed","deworm","219807","1","C2",3,3,"M","nonbreeder"
"473",2021,"oct","fall","6.1",6,1,"talo","fed_deworm","fed","deworm","219807","0","C1",3,1,"M","nonbreeder"
"474",2021,"oct","fall","6.3",6,3,"talo","fed_deworm","fed","deworm","219807","0","A2",1,3,"M","nonbreeder"
"475",2021,"oct","fall","6.4",6,4,"talo","fed_deworm","fed","deworm","219807","0","C3",3,5,"M","nonbreeder"
"476",2021,"july","summer","3.1",3,1,"vaarinkorpi","fed_control","fed","control","219808","1","E4",5,7,"M","nonbreeder"
"477",2021,"july","summer","3.4",3,4,"vaarinkorpi","fed_control","fed","control","219808","0","C6",3,11,"M","nonbreeder"
"478",2021,"july","summer","3.3",3,3,"asema","unfed_control","unfed","control","219809","1","A6",1,11,"M","breeder"
"479",2021,"aug","summer","4.1",4,1,"asema","unfed_control","unfed","control","219809","0","A6",1,11,"M","breeder"
"480",2021,"aug","summer","4.3",4,3,"asema","unfed_control","unfed","control","219809","0","E5",5,9,"M","breeder"
"481",2021,"sept","fall","5.1",5,1,"asema","unfed_control","unfed","control","219809","0","A6",1,11,"M","breeder"
"482",2021,"sept","fall","5.3",5,3,"asema","unfed_control","unfed","control","219809","0","A6",1,11,"M","breeder"
"483",2021,"aug","summer","4.2",4,2,"kiirastuli","unfed_deworm","unfed","deworm","219810","1","E6",5,11,"M","nonbreeder"
"484",2021,"aug","summer","4.4",4,4,"janakkala","fed_deworm","fed","deworm","219811","1","B5",2,10,"F","nonbreeder"
"485",2021,"sept","fall","5.1",5,1,"janakkala","fed_deworm","fed","deworm","219811","0","A6",1,11,"F","nonbreeder"
"486",2021,"sept","fall","5.2",5,2,"janakkala","fed_deworm","fed","deworm","219811","0","A5",1,9,"F","nonbreeder"
"487",2021,"sept","fall","5.3",5,3,"janakkala","fed_deworm","fed","deworm","219811","0","B5",2,10,"F","nonbreeder"
"488",2021,"sept","fall","5.1",5,1,"mustikka","unfed_deworm","unfed","deworm","219812","1","C3",3,5,"M","nonbreeder"
"489",2021,"sept","fall","5.3",5,3,"mustikka","unfed_deworm","unfed","deworm","219812","0","A4",1,7,"M","nonbreeder"
"490",2021,"sept","fall","5.4",5,4,"mustikka","unfed_deworm","unfed","deworm","219812","0","A3",1,5,"M","nonbreeder"
"491",2021,"oct","fall","6.1",6,1,"mustikka","unfed_deworm","unfed","deworm","219812","0","A3",1,5,"M","nonbreeder"
"492",2021,"oct","fall","6.3",6,3,"mustikka","unfed_deworm","unfed","deworm","219812","0","B4",2,8,"M","nonbreeder"
"493",2021,"oct","fall","6.4",6,4,"mustikka","unfed_deworm","unfed","deworm","219812","0","B3",2,6,"M","nonbreeder"
"494",2021,"july","summer","3.1",3,1,"asema","unfed_control","unfed","control","219813","1","A6",1,11,"F","breeder"
"495",2021,"july","summer","3.4",3,4,"asema","unfed_control","unfed","control","219813","0","A6",1,11,"F","breeder"
"496",2021,"aug","summer","4.3",4,3,"asema","unfed_control","unfed","control","219813","0","A6",1,11,"F","breeder"
"497",2021,"aug","summer","4.1",4,1,"talo","fed_deworm","fed","deworm","219814","1","K4",11,7,"F","nonbreeder"
"498",2021,"july","summer","3.1",3,1,"puro","fed_deworm","fed","deworm","219815","1","F4",6,8,"M","breeder"
"499",2021,"july","summer","3.2",3,2,"puro","fed_deworm","fed","deworm","219815","0","I3",9,5,"M","breeder"
"500",2021,"july","summer","3.3",3,3,"puro","fed_deworm","fed","deworm","219815","0","G1",7,1,"M","breeder"
"501",2021,"aug","summer","4.1",4,1,"puro","fed_deworm","fed","deworm","219815","0","G2",7,3,"M","breeder"
"502",2021,"aug","summer","4.3",4,3,"puro","fed_deworm","fed","deworm","219815","0","K3",11,5,"M","breeder"
"503",2021,"sept","fall","5.1",5,1,"puro","fed_deworm","fed","deworm","219815","0","K2",11,3,"M","breeder"
"504",2021,"sept","fall","5.3",5,3,"puro","fed_deworm","fed","deworm","219815","0","K2",11,3,"M","breeder"
"505",2021,"oct","fall","6.1",6,1,"puro","fed_deworm","fed","deworm","219815","0","K1",11,1,"M","breeder"
"506",2021,"oct","fall","6.3",6,3,"puro","fed_deworm","fed","deworm","219815","0","H2",8,4,"M","breeder"
"507",2021,"oct","fall","6.4",6,4,"puro","fed_deworm","fed","deworm","219815","0","I2",9,3,"M","breeder"
"508",2021,"sept","fall","5.1",5,1,"radio","fed_control","fed","control","219816","1","I2",9,3,"M","nonbreeder"
"509",2021,"sept","fall","5.3",5,3,"radio","fed_control","fed","control","219816","0","I3",9,5,"M","nonbreeder"
"510",2021,"july","summer","3.2",3,2,"ketunpesa","unfed_deworm","unfed","deworm","219817","1","H4",8,8,"M","nonbreeder"
"511",2021,"july","summer","3.3",3,3,"ketunpesa","unfed_deworm","unfed","deworm","219817","0","H4",8,8,"M","nonbreeder"
"512",2021,"aug","summer","4.3",4,3,"janakkala","fed_deworm","fed","deworm","219818","1","E6",5,11,"M","nonbreeder"
"513",2021,"sept","fall","5.3",5,3,"janakkala","fed_deworm","fed","deworm","219818","0","F5",6,10,"M","nonbreeder"
"514",2021,"oct","fall","6.2",6,2,"janakkala","fed_deworm","fed","deworm","219818","0","H5",8,10,"M","nonbreeder"
"515",2021,"july","summer","3.1",3,1,"puro","fed_deworm","fed","deworm","219819","1","I6",9,11,"M","breeder"
"516",2021,"july","summer","3.3",3,3,"puro","fed_deworm","fed","deworm","219819","0","J3",10,6,"M","breeder"
"517",2021,"sept","fall","5.1",5,1,"puro","fed_deworm","fed","deworm","219819","0","I6",9,11,"M","breeder"
"518",2021,"sept","fall","5.3",5,3,"puro","fed_deworm","fed","deworm","219819","0","I6",9,11,"M","breeder"
"519",2021,"sept","fall","5.1",5,1,"radio","fed_control","fed","control","219820","1","I6",9,11,"F","nonbreeder"
"520",2021,"oct","fall","6.3",6,3,"radio","fed_control","fed","control","219820","0","I6",9,11,"F","nonbreeder"
"521",2021,"july","summer","3.2",3,2,"ketunpesa","unfed_deworm","unfed","deworm","219821","1","I4",9,7,"M","nonbreeder"
"522",2021,"july","summer","3.3",3,3,"ketunpesa","unfed_deworm","unfed","deworm","219821","0","I5",9,9,"M","nonbreeder"
"523",2021,"july","summer","3.1",3,1,"asema","unfed_control","unfed","control","219822","1","E6",5,11,"M","breeder"
"524",2021,"july","summer","3.3",3,3,"asema","unfed_control","unfed","control","219822","0","G4",7,7,"M","breeder"
"525",2021,"july","summer","3.1",3,1,"talo","fed_deworm","fed","deworm","219823","1","G6",7,11,"M","breeder"
"526",2021,"july","summer","3.3",3,3,"talo","fed_deworm","fed","deworm","219823","0","H4",8,8,"M","breeder"
"527",2021,"july","summer","3.4",3,4,"talo","fed_deworm","fed","deworm","219823","0","E5",5,9,"M","breeder"
"528",2021,"aug","summer","4.3",4,3,"hevonen","unfed_control","unfed","control","219824","1","A1",1,1,"M","nonbreeder"
"529",2021,"sept","fall","5.1",5,1,"hevonen","unfed_control","unfed","control","219824","0","D1",4,2,"M","breeder"
"530",2021,"sept","fall","5.2",5,2,"hevonen","unfed_control","unfed","control","219824","0","C2",3,3,"M","breeder"
"531",2021,"sept","fall","5.3",5,3,"hevonen","unfed_control","unfed","control","219824","0","C2",3,3,"M","breeder"
"532",2021,"sept","fall","5.4",5,4,"hevonen","unfed_control","unfed","control","219824","0","A1",1,1,"M","breeder"
"533",2021,"oct","fall","6.1",6,1,"hevonen","unfed_control","unfed","control","219824","0","D1",4,2,"M","breeder"
"534",2021,"oct","fall","6.3",6,3,"hevonen","unfed_control","unfed","control","219824","0","E1",5,1,"M","breeder"
"535",2021,"oct","fall","6.4",6,4,"hevonen","unfed_control","unfed","control","219824","0","A1",1,1,"M","breeder"
"536",2021,"aug","summer","4.1",4,1,"asema","unfed_control","unfed","control","219825","1","J4",10,8,"F","nonbreeder"
"537",2021,"aug","summer","4.2",4,2,"asema","unfed_control","unfed","control","219825","0","H4",8,8,"F","nonbreeder"
"538",2021,"aug","summer","4.4",4,4,"asema","unfed_control","unfed","control","219825","0","H4",8,8,"F","nonbreeder"
"539",2021,"aug","summer","4.4",4,4,"vaarinkorpi","fed_control","fed","control","219826","1","C2",3,3,"F","nonbreeder"
"540",2021,"sept","fall","5.3",5,3,"vaarinkorpi","fed_control","fed","control","219826","0","B1",2,2,"F","nonbreeder"
"541",2021,"oct","fall","6.1",6,1,"vaarinkorpi","fed_control","fed","control","219826","0","B2",2,4,"F","nonbreeder"
"542",2021,"aug","summer","4.1",4,1,"talo","fed_deworm","fed","deworm","219827","1","H3",8,6,"F","breeder"
"543",2021,"aug","summer","4.3",4,3,"talo","fed_deworm","fed","deworm","219827","0","I3",9,5,"F","breeder"
"544",2021,"aug","summer","4.4",4,4,"talo","fed_deworm","fed","deworm","219827","0","I3",9,5,"F","breeder"
"545",2021,"aug","summer","4.3",4,3,"janakkala","fed_deworm","fed","deworm","219828","1","C5",3,9,"M","nonbreeder"
"546",2021,"aug","summer","4.1",4,1,"talo","fed_deworm","fed","deworm","219829","1","C3",3,5,"M","nonbreeder"
"547",2021,"july","summer","3.4",3,4,"talo","fed_deworm","fed","deworm","219830","1","A5",1,9,"F","nonbreeder"
"548",2021,"aug","summer","4.1",4,1,"talo","fed_deworm","fed","deworm","219831","1","E4",5,7,"F","nonbreeder"
"549",2021,"aug","summer","4.3",4,3,"talo","fed_deworm","fed","deworm","219831","0","E4",5,7,"F","nonbreeder"
"550",2021,"july","summer","3.1",3,1,"mustikka","unfed_deworm","unfed","deworm","219832","1","G5",7,9,"M","breeder"
"551",2021,"july","summer","3.4",3,4,"asema","unfed_control","unfed","control","219833","1","K3",11,5,"M","breeder"
"552",2021,"july","summer","3.1",3,1,"mustikka","unfed_deworm","unfed","deworm","219834","1","H5",8,10,"M","breeder"
"553",2021,"aug","summer","4.1",4,1,"mustikka","unfed_deworm","unfed","deworm","219834","0","E4",5,7,"M","breeder"
"554",2021,"aug","summer","4.3",4,3,"mustikka","unfed_deworm","unfed","deworm","219834","0","I5",9,9,"M","breeder"
"555",2021,"july","summer","3.2",3,2,"ketunpesa","unfed_deworm","unfed","deworm","219835","1","J2",10,4,"F","nonbreeder"
"556",2021,"aug","summer","4.1",4,1,"kiirastuli","unfed_deworm","unfed","deworm","219836","1","K6",11,11,"M","breeder"
"557",2021,"july","summer","3.1",3,1,"vaarinkorpi","fed_control","fed","control","219837","1","D5",4,10,"M","nonbreeder"
"558",2021,"july","summer","3.2",3,2,"vaarinkorpi","fed_control","fed","control","219837","0","E5",5,9,"M","nonbreeder"
"559",2021,"july","summer","3.3",3,3,"vaarinkorpi","fed_control","fed","control","219837","0","D5",4,10,"M","nonbreeder"
"560",2021,"july","summer","3.4",3,4,"vaarinkorpi","fed_control","fed","control","219837","0","D5",4,10,"M","nonbreeder"
"561",2021,"july","summer","3.1",3,1,"talo","fed_deworm","fed","deworm","219838","1","H2",8,4,"F","breeder"
"562",2021,"july","summer","3.4",3,4,"talo","fed_deworm","fed","deworm","219838","0","F1",6,2,"F","breeder"
"563",2021,"aug","summer","4.1",4,1,"talo","fed_deworm","fed","deworm","219838","0","G1",7,1,"F","breeder"
"564",2021,"aug","summer","4.4",4,4,"talo","fed_deworm","fed","deworm","219838","0","G1",7,1,"F","breeder"
"565",2021,"aug","summer","4.1",4,1,"helmipollo","unfed_control","unfed","control","219839","1","I5",9,9,"F","nonbreeder"
"566",2021,"sept","fall","5.2",5,2,"helmipollo","unfed_control","unfed","control","219839","0","H4",8,8,"F","nonbreeder"
"567",2021,"sept","fall","5.3",5,3,"helmipollo","unfed_control","unfed","control","219839","0","F4",6,8,"F","nonbreeder"
"568",2021,"sept","fall","5.4",5,4,"helmipollo","unfed_control","unfed","control","219839","0","H3",8,6,"F","nonbreeder"
"569",2021,"oct","fall","6.1",6,1,"helmipollo","unfed_control","unfed","control","219839","0","H3",8,6,"F","nonbreeder"
"570",2021,"oct","fall","6.3",6,3,"helmipollo","unfed_control","unfed","control","219839","0","H3",8,6,"F","nonbreeder"
"571",2021,"oct","fall","6.4",6,4,"helmipollo","unfed_control","unfed","control","219839","0","H3",8,6,"F","nonbreeder"
"572",2021,"aug","summer","4.3",4,3,"hevonen","unfed_control","unfed","control","219840","1","H5",8,10,"M","nonbreeder"
"573",2021,"sept","fall","5.1",5,1,"hevonen","unfed_control","unfed","control","219840","0","I6",9,11,"M","nonbreeder"
"574",2021,"sept","fall","5.3",5,3,"hevonen","unfed_control","unfed","control","219840","0","E6",5,11,"M","nonbreeder"
"575",2021,"sept","fall","5.4",5,4,"hevonen","unfed_control","unfed","control","219840","0","G5",7,9,"M","nonbreeder"
"576",2021,"oct","fall","6.1",6,1,"hevonen","unfed_control","unfed","control","219840","0","I6",9,11,"M","nonbreeder"
"577",2021,"oct","fall","6.3",6,3,"hevonen","unfed_control","unfed","control","219840","0","G6",7,11,"M","nonbreeder"
"578",2021,"oct","fall","6.4",6,4,"hevonen","unfed_control","unfed","control","219840","0","G5",7,9,"M","nonbreeder"
"579",2021,"sept","fall","5.1",5,1,"talo","fed_deworm","fed","deworm","219841","1","C6",3,11,"M","nonbreeder"
"580",2021,"aug","summer","4.3",4,3,"radio","fed_control","fed","control","219842","1","K1",11,1,"M","nonbreeder"
"581",2021,"aug","summer","4.4",4,4,"radio","fed_control","fed","control","219842","0","J1",10,2,"M","nonbreeder"
"582",2021,"sept","fall","5.1",5,1,"radio","fed_control","fed","control","219843","1","I2",9,3,"F","breeder"
"583",2021,"sept","fall","5.2",5,2,"radio","fed_control","fed","control","219843","0","H1",8,2,"F","breeder"
"584",2021,"sept","fall","5.3",5,3,"radio","fed_control","fed","control","219843","0","I2",9,3,"F","breeder"
"585",2021,"sept","fall","5.4",5,4,"radio","fed_control","fed","control","219843","0","I2",9,3,"F","breeder"
"586",2021,"aug","summer","4.3",4,3,"hevonen","unfed_control","unfed","control","219844","1","B4",2,8,"M","nonbreeder"
"587",2021,"sept","fall","5.1",5,1,"hevonen","unfed_control","unfed","control","219844","0","A5",1,9,"M","nonbreeder"
"588",2021,"sept","fall","5.3",5,3,"hevonen","unfed_control","unfed","control","219844","0","F4",6,8,"M","nonbreeder"
"589",2021,"sept","fall","5.4",5,4,"hevonen","unfed_control","unfed","control","219844","0","B5",2,10,"M","nonbreeder"
"590",2021,"sept","fall","5.1",5,1,"talo","fed_deworm","fed","deworm","219845","1","G1",7,1,"M","nonbreeder"
"591",2021,"july","summer","3.1",3,1,"talo","fed_deworm","fed","deworm","219846","1","A5",1,9,"M","breeder"
"592",2021,"july","summer","3.2",3,2,"talo","fed_deworm","fed","deworm","219846","0","H1",8,2,"M","breeder"
"593",2021,"july","summer","3.3",3,3,"talo","fed_deworm","fed","deworm","219846","0","E5",5,9,"M","breeder"
"594",2021,"july","summer","3.4",3,4,"talo","fed_deworm","fed","deworm","219846","0","E4",5,7,"M","breeder"
"595",2021,"aug","summer","4.3",4,3,"talo","fed_deworm","fed","deworm","219846","0","G1",7,1,"M","breeder"
"596",2021,"aug","summer","4.3",4,3,"puro","fed_deworm","fed","deworm","219847","1","F4",6,8,"F","nonbreeder"
"597",2021,"aug","summer","4.4",4,4,"helmipollo","unfed_control","unfed","control","219848","1","A3",1,5,"M","nonbreeder"
"598",2021,"july","summer","3.1",3,1,"asema","unfed_control","unfed","control","219849","1","A2",1,3,"M","nonbreeder"
"599",2021,"july","summer","3.1",3,1,"kuoppa","fed_control","fed","control","219850","1","H3",8,6,"M","breeder"
"600",2021,"july","summer","3.2",3,2,"kuoppa","fed_control","fed","control","219850","0","K2",11,3,"M","breeder"
"601",2021,"july","summer","3.3",3,3,"kuoppa","fed_control","fed","control","219850","0","K2",11,3,"M","breeder"
"602",2021,"july","summer","3.4",3,4,"kuoppa","fed_control","fed","control","219850","0","K3",11,5,"M","breeder"
"603",2021,"july","summer","3.1",3,1,"asema","unfed_control","unfed","control","219851","1","C2",3,3,"F","nonbreeder"
"604",2021,"aug","summer","4.3",4,3,"hevonen","unfed_control","unfed","control","219852","1","A6",1,11,"F","nonbreeder"
"605",2021,"sept","fall","5.1",5,1,"hevonen","unfed_control","unfed","control","219852","0","B4",2,8,"F","nonbreeder"
"606",2021,"sept","fall","5.3",5,3,"hevonen","unfed_control","unfed","control","219852","0","C5",3,9,"F","nonbreeder"
"607",2021,"oct","fall","6.1",6,1,"hevonen","unfed_control","unfed","control","219852","0","A6",1,11,"F","nonbreeder"
"608",2021,"oct","fall","6.3",6,3,"hevonen","unfed_control","unfed","control","219852","0","G4",7,7,"F","nonbreeder"
"609",2021,"aug","summer","4.1",4,1,"vaarinkorpi","fed_control","fed","control","219853","1","B1",2,2,"F","breeder"
"610",2021,"sept","fall","5.1",5,1,"talo","fed_deworm","fed","deworm","219854","1","C6",3,11,"M","nonbreeder"
"611",2021,"sept","fall","5.4",5,4,"talo","fed_deworm","fed","deworm","219854","0","C6",3,11,"M","nonbreeder"
"612",2021,"oct","fall","6.1",6,1,"talo","fed_deworm","fed","deworm","219854","0","C6",3,11,"M","nonbreeder"
"613",2021,"oct","fall","6.2",6,2,"talo","fed_deworm","fed","deworm","219854","0","C5",3,9,"M","nonbreeder"
"614",2021,"oct","fall","6.4",6,4,"talo","fed_deworm","fed","deworm","219854","0","C5",3,9,"M","nonbreeder"
"615",2021,"aug","summer","4.4",4,4,"radio","fed_control","fed","control","219855","1","B2",2,4,"M","nonbreeder"
"616",2021,"july","summer","3.4",3,4,"talo","fed_deworm","fed","deworm","219856","1","H4",8,8,"F","breeder"
"617",2021,"aug","summer","4.2",4,2,"talo","fed_deworm","fed","deworm","219856","0","G4",7,7,"F","breeder"
"618",2021,"aug","summer","4.4",4,4,"talo","fed_deworm","fed","deworm","219856","0","G4",7,7,"F","breeder"
"619",2021,"sept","fall","5.3",5,3,"talo","fed_deworm","fed","deworm","219856","0","J2",10,4,"F","breeder"
"620",2021,"sept","fall","5.4",5,4,"talo","fed_deworm","fed","deworm","219856","0","J1",10,2,"F","breeder"
"621",2021,"oct","fall","6.1",6,1,"talo","fed_deworm","fed","deworm","219856","0","J3",10,6,"F","breeder"
"622",2021,"aug","summer","4.1",4,1,"talo","fed_deworm","fed","deworm","219857","1","K6",11,11,"F","nonbreeder"
"623",2021,"aug","summer","4.3",4,3,"talo","fed_deworm","fed","deworm","219857","0","J5",10,10,"F","nonbreeder"
"624",2021,"aug","summer","4.1",4,1,"radio","fed_control","fed","control","219858","1","G1",7,1,"F","nonbreeder"
"625",2021,"aug","summer","4.3",4,3,"radio","fed_control","fed","control","219858","0","G2",7,3,"F","nonbreeder"
"626",2021,"aug","summer","4.4",4,4,"radio","fed_control","fed","control","219858","0","H1",8,2,"F","nonbreeder"
"627",2021,"oct","fall","6.1",6,1,"radio","fed_control","fed","control","219858","0","G1",7,1,"F","nonbreeder"
"628",2021,"oct","fall","6.3",6,3,"radio","fed_control","fed","control","219858","0","F1",6,2,"F","nonbreeder"
"629",2021,"aug","summer","4.1",4,1,"asema","unfed_control","unfed","control","219859","1","E2",5,3,"M","nonbreeder"
"630",2021,"aug","summer","4.3",4,3,"asema","unfed_control","unfed","control","219859","0","C2",3,3,"M","nonbreeder"
"631",2021,"july","summer","3.3",3,3,"kuoppa","fed_control","fed","control","219860","1","C1",3,1,"M","nonbreeder"
"632",2021,"sept","fall","5.1",5,1,"talo","fed_deworm","fed","deworm","219861","1","D1",4,2,"F","nonbreeder"
"633",2021,"sept","fall","5.3",5,3,"talo","fed_deworm","fed","deworm","219861","0","C1",3,1,"F","nonbreeder"
"634",2021,"sept","fall","5.4",5,4,"talo","fed_deworm","fed","deworm","219861","0","C1",3,1,"F","nonbreeder"
"635",2021,"oct","fall","6.1",6,1,"talo","fed_deworm","fed","deworm","219861","0","G2",7,3,"F","nonbreeder"
"636",2021,"oct","fall","6.3",6,3,"talo","fed_deworm","fed","deworm","219861","0","E2",5,3,"F","nonbreeder"
"637",2021,"oct","fall","6.4",6,4,"talo","fed_deworm","fed","deworm","219861","0","C1",3,1,"F","nonbreeder"
"638",2021,"july","summer","3.1",3,1,"asema","unfed_control","unfed","control","219862","1","G4",7,7,"M","breeder"
"639",2021,"july","summer","3.4",3,4,"asema","unfed_control","unfed","control","219862","0","H4",8,8,"M","breeder"
